product,unit_cost,total_cost,quantity,purchased_at,customer_id
toffee,18,22475,1188,2020-02-22 03:21:00,489
butter_creme,21,4859,224,2020-02-22 04:32:00,285
caramel,10,12131,1207,2020-02-22 04:47:00,102
butter_creme,21,29937,1380,2020-02-22 06:17:00,39
chocolate,34,12395,357,2020-02-22 06:59:00,118
chocolate,34,30590,881,2020-02-22 07:29:00,293
caramel,10,14784,1471,2020-02-22 08:22:00,486
toffee,18,26845,1419,2020-02-22 09:34:00,96
butter_creme,21,9002,415,2020-02-22 09:47:00,95
toffee,18,16478,871,2020-02-22 10:28:00,127
butter_creme,21,9501,438,2020-02-22 11:20:00,103
caramel,10,14483,1441,2020-02-22 12:41:00,73
butter_creme,21,2060,95,2020-02-22 13:16:00,468
caramel,10,10593,1054,2020-02-22 13:25:00,110
toffee,18,26694,1411,2020-02-22 14:01:00,394
chocolate,34,30451,877,2020-02-22 14:36:00,169
toffee,18,18994,1004,2020-02-22 14:59:00,349
dark_chocolate,34,49182,1428,2020-02-22 16:32:00,406
chocolate,34,34583,996,2020-02-22 17:42:00,207
butter_creme,21,25512,1176,2020-02-22 18:46:00,332
dark_chocolate,34,42018,1220,2020-02-22 19:22:00,152
chocolate,34,26284,757,2020-02-22 20:29:00,178
chocolate,34,33403,962,2020-02-22 21:36:00,255
chocolate,34,36111,1040,2020-02-22 23:08:00,28
caramel,10,1226,122,2020-02-22 23:57:00,369
dark_chocolate,34,37575,1091,2020-02-23 00:59:00,51
chocolate,34,34896,1005,2020-02-23 01:35:00,97
chocolate,34,16180,466,2020-02-23 02:46:00,408
toffee,18,24632,1302,2020-02-23 03:39:00,181
dark_chocolate,34,9264,269,2020-02-23 04:46:00,122
chocolate,34,13854,399,2020-02-23 05:27:00,16
butter_creme,21,1279,59,2020-02-23 06:48:00,323
chocolate,34,41180,1186,2020-02-23 07:41:00,319
butter_creme,21,15662,722,2020-02-23 08:31:00,145
caramel,10,7095,706,2020-02-23 09:15:00,306
chocolate,34,173,5,2020-02-23 09:39:00,74
caramel,10,2030,202,2020-02-23 09:46:00,359
caramel,10,10935,1088,2020-02-23 10:29:00,39
chocolate,34,27465,791,2020-02-23 11:24:00,154
dark_chocolate,34,40641,1180,2020-02-23 12:16:00,341
chocolate,34,36736,1058,2020-02-23 13:02:00,145
chocolate,34,37535,1081,2020-02-23 13:30:00,477
caramel,10,4080,406,2020-02-23 14:24:00,456
toffee,18,13545,716,2020-02-23 15:20:00,191
chocolate,34,43889,1264,2020-02-23 16:15:00,288
butter_creme,21,17073,787,2020-02-23 16:58:00,123
butter_creme,21,29633,1366,2020-02-23 17:11:00,387
dark_chocolate,34,50594,1469,2020-02-23 17:46:00,443
toffee,18,132,7,2020-02-23 18:04:00,332
chocolate,34,24826,715,2020-02-23 18:38:00,279
butter_creme,21,28397,1309,2020-02-23 18:43:00,30
caramel,10,1326,132,2020-02-23 20:18:00,382
chocolate,34,9861,284,2020-02-23 21:39:00,75
butter_creme,21,15012,692,2020-02-23 21:41:00,71
dark_chocolate,34,50973,1480,2020-02-23 22:38:00,84
dark_chocolate,34,21112,613,2020-02-23 23:35:00,137
dark_chocolate,34,17358,504,2020-02-23 23:51:00,12
toffee,18,17708,936,2020-02-24 00:20:00,217
chocolate,34,43299,1247,2020-02-24 01:36:00,414
butter_creme,21,12148,560,2020-02-24 03:05:00,346
caramel,10,2281,227,2020-02-24 04:09:00,227
dark_chocolate,34,25658,745,2020-02-24 04:44:00,103
dark_chocolate,34,37610,1092,2020-02-24 04:47:00,167
chocolate,34,22118,637,2020-02-24 05:18:00,443
dark_chocolate,34,551,16,2020-02-24 06:18:00,475
toffee,18,14018,741,2020-02-24 06:33:00,43
butter_creme,21,11063,510,2020-02-24 06:39:00,392
chocolate,34,41424,1193,2020-02-24 06:51:00,93
dark_chocolate,34,11537,335,2020-02-24 07:54:00,125
butter_creme,21,26184,1207,2020-02-24 08:32:00,165
butter_creme,21,25945,1196,2020-02-24 10:06:00,178
caramel,10,1527,152,2020-02-24 10:29:00,306
dark_chocolate,34,18391,534,2020-02-24 10:44:00,243
butter_creme,21,11671,538,2020-02-24 11:53:00,425
dark_chocolate,34,49630,1441,2020-02-24 13:19:00,400
dark_chocolate,34,50250,1459,2020-02-24 13:23:00,215
dark_chocolate,34,25245,733,2020-02-24 13:56:00,92
caramel,10,2804,279,2020-02-24 15:10:00,205
butter_creme,21,6312,291,2020-02-24 16:45:00,345
toffee,18,2572,136,2020-02-24 17:36:00,24
chocolate,34,32639,940,2020-02-24 18:47:00,172
toffee,18,23497,1242,2020-02-24 19:38:00,431
chocolate,34,17430,502,2020-02-24 20:32:00,439
caramel,10,8603,856,2020-02-24 20:55:00,314
chocolate,34,10798,311,2020-02-24 21:01:00,409
caramel,10,13920,1385,2020-02-24 21:47:00,109
dark_chocolate,34,4442,129,2020-02-24 22:59:00,90
toffee,18,17727,937,2020-02-24 23:21:00,312
caramel,10,5779,575,2020-02-24 23:59:00,183
dark_chocolate,34,16187,470,2020-02-25 00:57:00,154
chocolate,34,51076,1471,2020-02-25 01:33:00,313
dark_chocolate,34,35130,1020,2020-02-25 02:07:00,484
caramel,10,6824,679,2020-02-25 03:29:00,181
caramel,10,2130,212,2020-02-25 03:53:00,417
dark_chocolate,34,30239,878,2020-02-25 05:17:00,466
toffee,18,9005,476,2020-02-25 06:56:00,209
dark_chocolate,34,18977,551,2020-02-25 08:31:00,119
caramel,10,1708,170,2020-02-25 10:05:00,212
dark_chocolate,34,30205,877,2020-02-25 11:44:00,450
chocolate,34,28472,820,2020-02-25 12:48:00,262
caramel,10,7417,738,2020-02-25 13:44:00,95
toffee,18,16024,847,2020-02-25 15:09:00,36
caramel,10,5397,537,2020-02-25 16:31:00,423
dark_chocolate,34,25039,727,2020-02-25 16:59:00,493
butter_creme,21,3644,168,2020-02-25 18:27:00,460
toffee,18,21662,1145,2020-02-25 19:06:00,4
toffee,18,27659,1462,2020-02-25 20:38:00,432
butter_creme,21,28245,1302,2020-02-25 21:48:00,88
butter_creme,21,31542,1454,2020-02-25 22:08:00,256
dark_chocolate,34,28827,837,2020-02-25 23:32:00,110
butter_creme,21,14947,689,2020-02-26 00:46:00,351
toffee,18,27791,1469,2020-02-26 01:00:00,144
dark_chocolate,34,50112,1455,2020-02-26 02:39:00,471
butter_creme,21,7679,354,2020-02-26 03:39:00,408
dark_chocolate,34,30549,887,2020-02-26 04:18:00,168
dark_chocolate,34,51386,1492,2020-02-26 05:33:00,224
dark_chocolate,34,44911,1304,2020-02-26 07:10:00,91
butter_creme,21,8829,407,2020-02-26 07:43:00,151
dark_chocolate,34,10642,309,2020-02-26 08:10:00,366
dark_chocolate,34,19459,565,2020-02-26 09:13:00,323
chocolate,34,43264,1246,2020-02-26 10:52:00,137
caramel,10,7296,726,2020-02-26 11:07:00,189
toffee,18,27073,1431,2020-02-26 12:31:00,351
butter_creme,21,2321,107,2020-02-26 14:02:00,393
toffee,18,24594,1300,2020-02-26 14:07:00,315
dark_chocolate,34,48769,1416,2020-02-26 14:47:00,353
chocolate,34,2291,66,2020-02-26 15:03:00,183
toffee,18,9270,490,2020-02-26 16:16:00,76
caramel,10,10221,1017,2020-02-26 16:46:00,436
butter_creme,21,16617,766,2020-02-26 17:37:00,117
toffee,18,27754,1467,2020-02-26 18:54:00,313
chocolate,34,45660,1315,2020-02-26 20:30:00,237
chocolate,34,2118,61,2020-02-26 21:27:00,360
dark_chocolate,34,378,11,2020-02-26 22:17:00,375
chocolate,34,38437,1107,2020-02-26 22:35:00,257
chocolate,34,36528,1052,2020-02-26 22:40:00,465
dark_chocolate,34,16325,474,2020-02-26 23:23:00,476
dark_chocolate,34,12261,356,2020-02-27 00:53:00,410
chocolate,34,28298,815,2020-02-27 02:17:00,391
chocolate,34,38889,1120,2020-02-27 03:03:00,455
caramel,10,14352,1428,2020-02-27 03:30:00,450
butter_creme,21,17940,827,2020-02-27 04:31:00,285
dark_chocolate,34,44016,1278,2020-02-27 05:52:00,238
caramel,10,10080,1003,2020-02-27 06:34:00,187
caramel,10,13749,1368,2020-02-27 07:45:00,423
butter_creme,21,19090,880,2020-02-27 08:33:00,499
toffee,18,19637,1038,2020-02-27 09:50:00,32
toffee,18,6016,318,2020-02-27 10:23:00,391
caramel,10,13297,1323,2020-02-27 11:29:00,192
butter_creme,21,10239,472,2020-02-27 11:36:00,73
dark_chocolate,34,33098,961,2020-02-27 12:51:00,271
caramel,10,3236,322,2020-02-27 13:58:00,168
butter_creme,21,21281,981,2020-02-27 14:48:00,468
chocolate,34,9513,274,2020-02-27 15:58:00,366
chocolate,34,45556,1312,2020-02-27 16:37:00,340
butter_creme,21,19784,912,2020-02-27 18:02:00,336
caramel,10,14643,1457,2020-02-27 19:16:00,360
caramel,10,5849,582,2020-02-27 19:40:00,25
caramel,10,11126,1107,2020-02-27 20:00:00,263
toffee,18,17386,919,2020-02-27 21:02:00,449
chocolate,34,19652,566,2020-02-27 22:00:00,116
toffee,18,1513,80,2020-02-27 23:27:00,133
butter_creme,21,26097,1203,2020-02-27 23:52:00,42
chocolate,34,16284,469,2020-02-28 00:25:00,394
caramel,10,4100,408,2020-02-28 01:16:00,84
chocolate,34,21909,631,2020-02-28 01:38:00,68
dark_chocolate,34,29585,859,2020-02-28 03:16:00,267
dark_chocolate,34,19493,566,2020-02-28 04:09:00,435
toffee,18,27848,1472,2020-02-28 05:46:00,132
butter_creme,21,1583,73,2020-02-28 07:14:00,259
chocolate,34,21875,630,2020-02-28 07:39:00,349
butter_creme,21,18786,866,2020-02-28 08:54:00,85
toffee,18,23459,1240,2020-02-28 09:25:00,38
chocolate,34,43264,1246,2020-02-28 10:17:00,193
chocolate,34,3611,104,2020-02-28 11:47:00,497
chocolate,34,49132,1415,2020-02-28 12:16:00,85
butter_creme,21,11150,514,2020-02-28 13:51:00,205
chocolate,34,28785,829,2020-02-28 13:59:00,478
butter_creme,21,31716,1462,2020-02-28 14:19:00,356
chocolate,34,902,26,2020-02-28 15:27:00,202
caramel,10,1045,104,2020-02-28 16:03:00,289
butter_creme,21,16422,757,2020-02-28 16:25:00,416
toffee,18,14056,743,2020-02-28 16:56:00,277
caramel,10,12965,1290,2020-02-28 18:33:00,261
butter_creme,21,15684,723,2020-02-28 19:03:00,306
butter_creme,21,10543,486,2020-02-28 20:33:00,298
butter_creme,21,29568,1363,2020-02-28 20:33:00,342
toffee,18,4427,234,2020-02-28 20:51:00,176
butter_creme,21,30219,1393,2020-02-28 21:00:00,426
chocolate,34,37708,1086,2020-02-28 22:00:00,154
dark_chocolate,34,19493,566,2020-02-28 23:38:00,46
toffee,18,21662,1145,2020-02-29 00:29:00,386
chocolate,34,39167,1128,2020-02-29 01:32:00,429
toffee,18,26732,1413,2020-02-29 02:20:00,351
butter_creme,21,8959,413,2020-02-29 03:03:00,272
dark_chocolate,34,27381,795,2020-02-29 03:47:00,177
caramel,10,14945,1487,2020-02-29 05:11:00,94
toffee,18,8286,438,2020-02-29 06:40:00,250
chocolate,34,30069,866,2020-02-29 07:31:00,377
butter_creme,21,12517,577,2020-02-29 08:17:00,130
caramel,10,7045,701,2020-02-29 09:33:00,331
caramel,10,14593,1452,2020-02-29 10:28:00,192
dark_chocolate,34,18873,548,2020-02-29 11:58:00,185
chocolate,34,4479,129,2020-02-29 13:12:00,63
caramel,10,7085,705,2020-02-29 13:23:00,150
butter_creme,21,30631,1412,2020-02-29 14:05:00,403
chocolate,34,49201,1417,2020-02-29 14:32:00,499
chocolate,34,32778,944,2020-02-29 14:53:00,245
caramel,10,2784,277,2020-02-29 15:07:00,452
chocolate,34,13889,400,2020-02-29 15:25:00,144
caramel,10,10694,1064,2020-02-29 16:10:00,429
dark_chocolate,34,41226,1197,2020-02-29 16:19:00,99
butter_creme,21,5553,256,2020-02-29 17:36:00,427
chocolate,34,47882,1379,2020-02-29 17:37:00,217
chocolate,34,44618,1285,2020-02-29 18:07:00,292
chocolate,34,37430,1078,2020-02-29 18:13:00,124
caramel,10,3397,338,2020-02-29 18:24:00,309
caramel,10,13960,1389,2020-02-29 18:48:00,391
toffee,18,26051,1377,2020-02-29 19:52:00,406
dark_chocolate,34,42053,1221,2020-02-29 20:04:00,326
butter_creme,21,15380,709,2020-02-29 21:25:00,143
toffee,18,25351,1340,2020-02-29 22:19:00,181
butter_creme,21,18873,870,2020-02-29 23:42:00,79
butter_creme,21,23624,1089,2020-03-01 00:47:00,492
chocolate,34,10069,290,2020-03-01 00:51:00,162
chocolate,34,20034,577,2020-03-01 01:24:00,220
caramel,10,924,92,2020-03-01 02:24:00,402
caramel,10,14302,1423,2020-03-01 02:44:00,489
toffee,18,18048,954,2020-03-01 03:35:00,44
chocolate,34,29861,860,2020-03-01 04:49:00,58
toffee,18,16137,853,2020-03-01 05:25:00,38
chocolate,34,51181,1474,2020-03-01 06:34:00,462
caramel,10,10141,1009,2020-03-01 07:47:00,112
dark_chocolate,34,19631,570,2020-03-01 08:03:00,30
toffee,18,3102,164,2020-03-01 09:17:00,430
chocolate,34,45694,1316,2020-03-01 10:22:00,99
caramel,10,6432,640,2020-03-01 11:44:00,157
dark_chocolate,34,5958,173,2020-03-01 12:01:00,210
chocolate,34,27535,793,2020-03-01 12:50:00,157
dark_chocolate,34,37782,1097,2020-03-01 14:02:00,256
chocolate,34,45903,1322,2020-03-01 14:44:00,147
toffee,18,18143,959,2020-03-01 15:04:00,339
toffee,18,18597,983,2020-03-01 15:30:00,451
toffee,18,13337,705,2020-03-01 17:00:00,77
toffee,18,10254,542,2020-03-01 18:04:00,189
caramel,10,190,19,2020-03-01 18:43:00,400
butter_creme,21,19329,891,2020-03-01 19:56:00,467
caramel,10,10,1,2020-03-01 21:01:00,169
chocolate,34,13402,386,2020-03-01 21:55:00,408
caramel,10,11859,1180,2020-03-01 23:21:00,240
chocolate,34,38333,1104,2020-03-02 00:05:00,316
butter_creme,21,10347,477,2020-03-02 01:11:00,335
caramel,10,14231,1416,2020-03-02 01:27:00,91
butter_creme,21,22930,1057,2020-03-02 02:39:00,417
chocolate,34,28889,832,2020-03-02 03:00:00,163
butter_creme,21,23689,1092,2020-03-02 04:09:00,418
dark_chocolate,34,12054,350,2020-03-02 04:25:00,353
chocolate,34,2881,83,2020-03-02 05:31:00,147
caramel,10,4814,479,2020-03-02 05:46:00,223
toffee,18,3689,195,2020-03-02 05:55:00,333
caramel,10,13317,1325,2020-03-02 07:33:00,122
toffee,18,23024,1217,2020-03-02 08:53:00,273
chocolate,34,11562,333,2020-03-02 09:09:00,447
butter_creme,21,27204,1254,2020-03-02 10:00:00,99
caramel,10,12402,1234,2020-03-02 11:18:00,266
dark_chocolate,34,30584,888,2020-03-02 12:22:00,302
dark_chocolate,34,22387,650,2020-03-02 13:40:00,96
dark_chocolate,34,21215,616,2020-03-02 14:59:00,16
toffee,18,7983,422,2020-03-02 16:06:00,442
chocolate,34,25451,733,2020-03-02 17:16:00,141
butter_creme,21,32237,1486,2020-03-02 17:42:00,334
caramel,10,14362,1429,2020-03-02 18:57:00,131
toffee,18,20072,1061,2020-03-02 19:04:00,214
toffee,18,16686,882,2020-03-02 20:15:00,388
butter_creme,21,6811,314,2020-03-02 21:49:00,278
chocolate,34,138,4,2020-03-02 22:42:00,53
butter_creme,21,1236,57,2020-03-03 00:07:00,239
toffee,18,13810,730,2020-03-03 01:36:00,472
butter_creme,21,30002,1383,2020-03-03 02:22:00,154
dark_chocolate,34,27828,808,2020-03-03 02:55:00,150
toffee,18,25937,1371,2020-03-03 03:25:00,400
butter_creme,21,21260,980,2020-03-03 04:59:00,201
chocolate,34,47674,1373,2020-03-03 05:03:00,90
butter_creme,21,27703,1277,2020-03-03 05:57:00,294
chocolate,34,44931,1294,2020-03-03 06:11:00,165
dark_chocolate,34,23385,679,2020-03-03 06:26:00,155
caramel,10,6693,666,2020-03-03 08:00:00,323
caramel,10,12975,1291,2020-03-03 08:36:00,156
caramel,10,14885,1481,2020-03-03 09:57:00,99
toffee,18,17254,912,2020-03-03 11:25:00,472
caramel,10,9558,951,2020-03-03 11:54:00,256
butter_creme,21,21086,972,2020-03-03 12:30:00,369
toffee,18,5240,277,2020-03-03 13:49:00,143
dark_chocolate,34,31169,905,2020-03-03 13:56:00,436
toffee,18,4445,235,2020-03-03 15:26:00,116
chocolate,34,48646,1401,2020-03-03 16:29:00,433
caramel,10,1588,158,2020-03-03 18:05:00,475
chocolate,34,20347,586,2020-03-03 18:41:00,370
toffee,18,16459,870,2020-03-03 20:03:00,481
toffee,18,2402,127,2020-03-03 21:37:00,282
butter_creme,21,12907,595,2020-03-03 22:08:00,319
chocolate,34,9861,284,2020-03-03 23:44:00,446
caramel,10,532,53,2020-03-04 01:02:00,69
caramel,10,14553,1448,2020-03-04 01:39:00,19
caramel,10,10121,1007,2020-03-04 02:00:00,261
toffee,18,15343,811,2020-03-04 02:15:00,327
chocolate,34,34305,988,2020-03-04 03:09:00,382
dark_chocolate,34,11124,323,2020-03-04 04:48:00,92
caramel,10,2251,224,2020-03-04 05:08:00,170
caramel,10,2733,272,2020-03-04 05:24:00,209
dark_chocolate,34,5958,173,2020-03-04 06:19:00,242
dark_chocolate,34,1859,54,2020-03-04 06:57:00,460
dark_chocolate,34,33373,969,2020-03-04 08:08:00,42
caramel,10,8110,807,2020-03-04 09:23:00,48
toffee,18,27129,1434,2020-03-04 10:09:00,74
toffee,18,23932,1265,2020-03-04 11:22:00,238
caramel,10,14654,1458,2020-03-04 12:08:00,402
dark_chocolate,34,47529,1380,2020-03-04 13:33:00,106
chocolate,34,30451,877,2020-03-04 13:41:00,415
butter_creme,21,7874,363,2020-03-04 15:02:00,92
butter_creme,21,27941,1288,2020-03-04 15:12:00,196
toffee,18,26429,1397,2020-03-04 15:16:00,197
butter_creme,21,7115,328,2020-03-04 16:39:00,397
chocolate,34,50208,1446,2020-03-04 17:35:00,450
chocolate,34,16493,475,2020-03-04 17:41:00,399
chocolate,34,47049,1355,2020-03-04 18:09:00,303
caramel,10,2090,208,2020-03-04 18:50:00,230
toffee,18,14454,764,2020-03-04 20:10:00,312
chocolate,34,11319,326,2020-03-04 20:28:00,71
caramel,10,1165,116,2020-03-04 20:37:00,336
caramel,10,6372,634,2020-03-04 21:54:00,217
dark_chocolate,34,4270,124,2020-03-04 23:33:00,246
caramel,10,10985,1093,2020-03-05 00:01:00,379
chocolate,34,37430,1078,2020-03-05 00:28:00,399
chocolate,34,28923,833,2020-03-05 00:59:00,197
caramel,10,9387,934,2020-03-05 01:24:00,32
dark_chocolate,34,32375,940,2020-03-05 01:36:00,422
chocolate,34,5868,169,2020-03-05 02:02:00,20
caramel,10,7306,727,2020-03-05 02:55:00,434
chocolate,34,38437,1107,2020-03-05 04:29:00,99
toffee,18,9591,507,2020-03-05 05:50:00,353
caramel,10,5799,577,2020-03-05 07:09:00,164
dark_chocolate,34,42156,1224,2020-03-05 08:25:00,144
caramel,10,4995,497,2020-03-05 09:41:00,350
dark_chocolate,34,8679,252,2020-03-05 09:53:00,202
chocolate,34,47604,1371,2020-03-05 10:04:00,43
dark_chocolate,34,7198,209,2020-03-05 10:51:00,55
dark_chocolate,34,5545,161,2020-03-05 12:19:00,331
caramel,10,4120,410,2020-03-05 12:21:00,96
caramel,10,12794,1273,2020-03-05 13:29:00,417
chocolate,34,9097,262,2020-03-05 14:16:00,235
caramel,10,7568,753,2020-03-05 14:52:00,18
chocolate,34,21632,623,2020-03-05 16:11:00,325
chocolate,34,3993,115,2020-03-05 16:50:00,411
dark_chocolate,34,12536,364,2020-03-05 18:01:00,284
chocolate,34,8750,252,2020-03-05 18:10:00,397
caramel,10,13397,1333,2020-03-05 18:13:00,483
caramel,10,7266,723,2020-03-05 18:27:00,193
dark_chocolate,34,34648,1006,2020-03-05 19:43:00,293
chocolate,34,41528,1196,2020-03-05 19:54:00,307
chocolate,34,50972,1468,2020-03-05 20:40:00,112
butter_creme,21,18591,857,2020-03-05 21:47:00,213
butter_creme,21,6074,280,2020-03-05 22:11:00,36
butter_creme,21,25772,1188,2020-03-05 23:46:00,12
toffee,18,12354,653,2020-03-06 01:04:00,456
chocolate,34,25868,745,2020-03-06 01:36:00,331
toffee,18,22759,1203,2020-03-06 02:59:00,283
dark_chocolate,34,3926,114,2020-03-06 03:29:00,154
chocolate,34,31875,918,2020-03-06 04:11:00,430
butter_creme,21,16617,766,2020-03-06 05:13:00,222
chocolate,34,26111,752,2020-03-06 05:27:00,393
butter_creme,21,3058,141,2020-03-06 05:52:00,54
dark_chocolate,34,17151,498,2020-03-06 07:27:00,312
dark_chocolate,34,27036,785,2020-03-06 08:37:00,69
caramel,10,331,33,2020-03-06 10:05:00,258
toffee,18,24273,1283,2020-03-06 10:09:00,314
toffee,18,9781,517,2020-03-06 10:14:00,5
caramel,10,8030,799,2020-03-06 10:52:00,379
caramel,10,4522,450,2020-03-06 11:17:00,71
chocolate,34,1180,34,2020-03-06 12:01:00,160
butter_creme,21,15771,727,2020-03-06 13:06:00,2
chocolate,34,20764,598,2020-03-06 14:37:00,211
dark_chocolate,34,43465,1262,2020-03-06 15:53:00,17
butter_creme,21,31043,1431,2020-03-06 16:49:00,112
butter_creme,21,19893,917,2020-03-06 17:53:00,54
chocolate,34,15694,452,2020-03-06 18:48:00,470
chocolate,34,15104,435,2020-03-06 20:09:00,13
toffee,18,19808,1047,2020-03-06 21:05:00,56
caramel,10,13076,1301,2020-03-06 22:36:00,181
toffee,18,13716,725,2020-03-06 23:05:00,15
toffee,18,4445,235,2020-03-06 23:05:00,233
chocolate,34,7812,225,2020-03-06 23:55:00,131
dark_chocolate,34,44705,1298,2020-03-07 00:25:00,66
caramel,10,2683,267,2020-03-07 00:54:00,182
dark_chocolate,34,27312,793,2020-03-07 02:21:00,111
butter_creme,21,9263,427,2020-03-07 03:27:00,203
caramel,10,13357,1329,2020-03-07 04:55:00,110
butter_creme,21,1453,67,2020-03-07 06:05:00,157
butter_creme,21,24557,1132,2020-03-07 07:02:00,480
chocolate,34,7326,211,2020-03-07 08:36:00,112
caramel,10,4914,489,2020-03-07 10:00:00,23
dark_chocolate,34,40916,1188,2020-03-07 11:11:00,57
butter_creme,21,16335,753,2020-03-07 12:29:00,415
caramel,10,12824,1276,2020-03-07 12:56:00,67
toffee,18,20678,1093,2020-03-07 12:56:00,243
butter_creme,21,14860,685,2020-03-07 13:21:00,285
caramel,10,1095,109,2020-03-07 13:36:00,317
butter_creme,21,31304,1443,2020-03-07 13:58:00,155
caramel,10,2964,295,2020-03-07 14:25:00,499
chocolate,34,37535,1081,2020-03-07 15:00:00,46
chocolate,34,34792,1002,2020-03-07 16:31:00,384
caramel,10,14161,1409,2020-03-07 17:37:00,78
butter_creme,21,2277,105,2020-03-07 18:52:00,169
toffee,18,472,25,2020-03-07 18:57:00,462
toffee,18,15059,796,2020-03-07 19:21:00,480
butter_creme,21,11194,516,2020-03-07 20:19:00,416
caramel,10,7125,709,2020-03-07 20:33:00,161
toffee,18,27848,1472,2020-03-07 21:15:00,38
butter_creme,21,20956,966,2020-03-07 22:40:00,71
dark_chocolate,34,25968,754,2020-03-07 22:40:00,377
dark_chocolate,34,48700,1414,2020-03-07 22:59:00,20
dark_chocolate,34,15464,449,2020-03-08 00:31:00,194
caramel,10,6663,663,2020-03-08 01:29:00,435
chocolate,34,31041,894,2020-03-08 02:30:00,403
caramel,10,11447,1139,2020-03-08 03:14:00,371
chocolate,34,48576,1399,2020-03-08 03:31:00,84
toffee,18,22797,1205,2020-03-08 04:51:00,174
caramel,10,8372,833,2020-03-08 05:09:00,325
caramel,10,9960,991,2020-03-08 06:23:00,163
butter_creme,21,24405,1125,2020-03-08 06:25:00,80
dark_chocolate,34,19735,573,2020-03-08 07:02:00,186
caramel,10,10543,1049,2020-03-08 07:36:00,232
dark_chocolate,34,7921,230,2020-03-08 08:12:00,126
toffee,18,2043,108,2020-03-08 08:45:00,129
caramel,10,80,8,2020-03-08 09:17:00,193
chocolate,34,28125,810,2020-03-08 09:17:00,428
toffee,18,4294,227,2020-03-08 10:29:00,75
dark_chocolate,34,757,22,2020-03-08 11:43:00,162
butter_creme,21,27421,1264,2020-03-08 12:38:00,94
butter_creme,21,30696,1415,2020-03-08 13:42:00,67
dark_chocolate,34,6819,198,2020-03-08 14:23:00,436
dark_chocolate,34,40847,1186,2020-03-08 14:57:00,89
toffee,18,548,29,2020-03-08 15:29:00,482
dark_chocolate,34,50766,1474,2020-03-08 16:05:00,3
toffee,18,1021,54,2020-03-08 17:24:00,348
toffee,18,9516,503,2020-03-08 18:37:00,155
dark_chocolate,34,11813,343,2020-03-08 19:08:00,381
dark_chocolate,34,47219,1371,2020-03-08 20:32:00,203
dark_chocolate,34,33408,970,2020-03-08 21:57:00,383
chocolate,34,49549,1427,2020-03-08 23:09:00,459
butter_creme,21,14795,682,2020-03-08 23:24:00,320
dark_chocolate,34,378,11,2020-03-08 23:48:00,155
caramel,10,1115,111,2020-03-09 00:32:00,491
butter_creme,21,29460,1358,2020-03-09 01:22:00,391
butter_creme,21,2473,114,2020-03-09 01:43:00,495
butter_creme,21,22561,1040,2020-03-09 02:26:00,242
chocolate,34,590,17,2020-03-09 02:38:00,33
caramel,10,4362,434,2020-03-09 04:04:00,494
chocolate,34,2569,74,2020-03-09 04:05:00,72
butter_creme,21,23537,1085,2020-03-09 04:15:00,273
butter_creme,21,13450,620,2020-03-09 05:53:00,35
dark_chocolate,34,5062,147,2020-03-09 06:29:00,393
butter_creme,21,21151,975,2020-03-09 07:59:00,322
chocolate,34,35833,1032,2020-03-09 08:11:00,99
chocolate,34,26250,756,2020-03-09 08:29:00,468
toffee,18,25464,1346,2020-03-09 09:31:00,208
dark_chocolate,34,13053,379,2020-03-09 09:49:00,208
dark_chocolate,34,1033,30,2020-03-09 10:17:00,205
butter_creme,21,26249,1210,2020-03-09 10:18:00,289
butter_creme,21,32323,1490,2020-03-09 10:47:00,28
caramel,10,9910,986,2020-03-09 11:18:00,109
chocolate,34,9305,268,2020-03-09 11:23:00,173
toffee,18,11237,594,2020-03-09 11:28:00,323
dark_chocolate,34,19218,558,2020-03-09 12:55:00,67
butter_creme,21,18027,831,2020-03-09 14:13:00,439
toffee,18,26713,1412,2020-03-09 14:37:00,293
butter_creme,21,17051,786,2020-03-09 15:43:00,193
caramel,10,3578,356,2020-03-09 17:22:00,401
butter_creme,21,3753,173,2020-03-09 17:39:00,230
butter_creme,21,7137,329,2020-03-09 18:06:00,251
butter_creme,21,31521,1453,2020-03-09 19:06:00,268
toffee,18,26354,1393,2020-03-09 19:52:00,142
chocolate,34,25868,745,2020-03-09 21:00:00,32
caramel,10,4452,443,2020-03-09 22:08:00,455
butter_creme,21,10933,504,2020-03-09 23:30:00,8
dark_chocolate,34,40193,1167,2020-03-10 00:43:00,379
butter_creme,21,25360,1169,2020-03-10 01:16:00,203
butter_creme,21,32172,1483,2020-03-10 02:33:00,400
toffee,18,25445,1345,2020-03-10 03:52:00,312
dark_chocolate,34,33821,982,2020-03-10 03:55:00,494
butter_creme,21,14448,666,2020-03-10 05:15:00,157
caramel,10,14754,1468,2020-03-10 06:07:00,445
butter_creme,21,16552,763,2020-03-10 06:38:00,385
caramel,10,8673,863,2020-03-10 07:17:00,387
toffee,18,21000,1110,2020-03-10 07:59:00,246
dark_chocolate,34,36266,1053,2020-03-10 08:40:00,175
caramel,10,6512,648,2020-03-10 09:36:00,48
toffee,18,18843,996,2020-03-10 11:08:00,387
caramel,10,4934,491,2020-03-10 12:07:00,118
chocolate,34,39722,1144,2020-03-10 12:11:00,481
caramel,10,14040,1397,2020-03-10 13:08:00,6
butter_creme,21,12018,554,2020-03-10 13:48:00,219
butter_creme,21,20435,942,2020-03-10 15:12:00,27
toffee,18,13640,721,2020-03-10 15:32:00,26
